Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
21,F,Graduate,30000,A,96,High,12,Engineering,Public,High,Medium,No,Medium,Low,Medium,Positive,Low,41,No,4,Healthy,High,2,Yes,Negative,No,Yes,Auditory,No,Yes,Medium,3,High,C
18,M,Some College,60000,C,70,Low,14,Business,Private,Medium,Low,Yes,Low,Medium,Low,Positive,High,76,Yes,5,Unhealthy,High,4,Yes,Positive,Yes,Yes,Visual,No,No,Low,3,Medium,B
21,F,High School,50000,A,95,High,11,Science,Public,Medium,Low,Yes,Medium,High,Medium,Negative,High,64,No,8,Balanced,Medium,10,Yes,Neutral,Yes,No,Kinesthetic,No,No,High,4,Medium,C
22,F,College,40000,A,98,Medium,16,Science,Public,Medium,Low,High,Low,Low,Medium,Neutral,High,41,Yes,8,Healthy,Medium,4,Yes,Neutral,No,Yes,Kinesthetic,Yes,No,Low,1,Low,B
21,F,Some College,30000,B,93,High,11,Law,Public,Medium,Medium,No,High,Medium,Medium,Negative,Medium,45,No,9,Healthy,High,2,No,Negative,No,Yes,Auditory,No,Yes,High,6,High,C
19,M,Some College,75000,C,74,Medium,10,Business,Private,Low,Low,Yes,High,Medium,Low,Positive,High,66,No,6,Unhealthy,Medium,4,No,Positive,Yes,No,Visual,Yes,Yes,Low,4,High,C
20,M,Some College,30000,A,99,Medium,7,Science,Private,Medium,Medium,High,Low,Medium,Medium,Neutral,Medium,41,No,6,Unhealthy,High,6,Yes,Negative,No,No,Visual,No,Yes,Low,2,Low,B
21,F,Graduate,40000,C,81,High,15,Law,Public,Low,High,No,Low,Low,Medium,Negative,Low,89,Yes,5,Unhealthy,Low,9,Yes,Neutral,No,No,Auditory,Yes,Yes,High,6,High,B
18,M,Some College,50000,B,100,Medium,17,Arts,Public,Medium,Medium,Yes,Low,Medium,Low,Positive,High,20,No,5,Unhealthy,Medium,5,No,Neutral,Yes,Yes,Auditory,No,No,High,4,Low,A
22,F,Graduate,50000,A,77,Medium,14,Engineering,Private,Low,High,No,Medium,Low,Medium,Negative,Low,69,Yes,6,Balanced,Medium,4,Yes,Positive,No,Yes,Auditory,Yes,No,High,3,High,B
22,F,High School,75000,C,81,Medium,13,Arts,Private,Medium,Medium,High,Medium,Medium,High,Positive,High,55,Yes,9,Healthy,Medium,2,Yes,Neutral,Yes,Yes,Auditory,Yes,No,Low,5,High,C
21,M,College,50000,A,86,Medium,17,Arts,Public,High,Low,Yes,Low,Low,High,Neutral,High,27,No,9,Healthy,Low,4,No,Positive,Yes,No,Visual,Yes,No,High,3,High,B
21,M,Graduate,50000,C,88,High,5,Science,Public,High,High,No,High,High,Low,Negative,Medium,37,Yes,8,Balanced,Low,2,No,Positive,No,No,Visual,Yes,Yes,High,3,Medium,C
21,F,Graduate,30000,B,93,High,15,Arts,Private,High,Low,Yes,Low,Medium,Medium,Neutral,Low,41,Yes,5,Balanced,High,6,Yes,Positive,Yes,No,Auditory,No,Yes,High,3,High,C
22,F,College,50000,A,97,Medium,20,Engineering,Public,Low,Low,Yes,Low,Medium,Medium,Neutral,High,97,Yes,5,Balanced,Low,9,No,Neutral,Yes,No,Auditory,No,Yes,High,2,Low,B
20,M,Some College,40000,A,96,Low,6,Medicine,Public,Medium,Medium,Yes,Medium,Medium,High,Positive,Medium,64,Yes,6,Balanced,Low,4,No,Neutral,Yes,Yes,Auditory,No,No,Low,2,High,B
22,M,High School,75000,C,76,High,17,Science,Public,Medium,Medium,No,High,Medium,Low,Neutral,High,98,No,9,Balanced,Low,3,No,Neutral,Yes,No,Visual,Yes,No,High,4,High,B
20,M,Some College,75000,A,98,Low,5,Engineering,Private,Low,High,Yes,Medium,Low,Low,Positive,Medium,95,Yes,4,Balanced,High,8,No,Positive,Yes,Yes,Visual,No,No,Low,3,Low,B
19,M,College,60000,A,84,Medium,18,Engineering,Private,Low,Low,No,High,High,Low,Positive,High,35,No,5,Balanced,High,9,No,Neutral,Yes,No,Kinesthetic,Yes,Yes,High,3,High,A
18,F,College,30000,A,75,Medium,18,Business,Public,Medium,Medium,No,Low,Medium,Low,Negative,Medium,69,No,5,Unhealthy,High,2,No,Neutral,No,Yes,Kinesthetic,No,No,Medium,3,High,A
18,F,Some College,40000,C,98,Low,15,Business,Public,High,High,Yes,Low,Low,Low,Neutral,High,47,Yes,5,Balanced,Low,2,No,Neutral,Yes,No,Visual,Yes,Yes,Low,1,Low,B
22,M,High School,60000,C,81,High,5,Business,Public,High,High,No,Low,Medium,Low,Negative,High,57,No,4,Balanced,Medium,6,Yes,Negative,No,Yes,Kinesthetic,Yes,Yes,Low,3,Low,B
18,M,College,40000,A,90,Medium,11,Arts,Public,Low,Low,No,Medium,High,Medium,Positive,High,43,Yes,9,Balanced,High,3,No,Positive,No,Yes,Kinesthetic,Yes,No,Medium,1,Medium,C
22,M,Graduate,30000,B,73,Medium,17,Science,Public,Low,High,High,Medium,High,High,Negative,Medium,70,No,4,Healthy,High,8,No,Negative,Yes,No,Kinesthetic,Yes,Yes,Medium,2,High,B
21,M,Some College,40000,A,80,Medium,10,Law,Private,Low,Low,Yes,High,Medium,Low,Positive,Medium,57,No,5,Balanced,High,2,No,Positive,Yes,No,Visual,No,No,Low,1,High,C
22,M,College,75000,C,81,Low,19,Arts,Private,Low,Low,Yes,Low,High,High,Positive,High,74,No,5,Balanced,Medium,9,No,Neutral,No,Yes,Kinesthetic,No,Yes,Medium,3,Medium,A
20,M,Graduate,75000,A,80,High,9,Business,Private,Medium,Medium,Yes,Medium,Medium,Low,Positive,Medium,41,Yes,6,Balanced,Low,10,No,Positive,Yes,Yes,Auditory,No,Yes,Low,5,High,C
21,M,High School,40000,A,76,Medium,14,Science,Public,Medium,Low,Yes,Low,Medium,Medium,Neutral,High,41,No,5,Unhealthy,Low,7,Yes,Neutral,Yes,Yes,Visual,No,Yes,High,5,High,A
19,M,Graduate,50000,C,81,Low,10,Arts,Public,High,High,Yes,Low,Medium,Low,Negative,Low,94,Yes,9,Unhealthy,Medium,6,Yes,Positive,No,Yes,Kinesthetic,Yes,No,Medium,1,Medium,A
21,F,Some College,60000,C,89,Low,16,Law,Private,High,High,Yes,Medium,High,Low,Neutral,High,89,No,7,Balanced,Low,10,No,Positive,No,Yes,Visual,Yes,Yes,High,1,Medium,A
19,M,High School,40000,A,88,Low,17,Law,Private,Medium,Low,No,Low,Low,Medium,Neutral,Medium,88,No,7,Unhealthy,High,6,No,Positive,No,Yes,Kinesthetic,Yes,No,Low,4,Low,C
20,M,College,40000,A,92,High,16,Arts,Public,Medium,Low,No,Low,Low,Medium,Positive,High,41,No,5,Balanced,Medium,10,No,Positive,Yes,No,Auditory,No,No,High,3,Low,C
21,F,Some College,40000,A,70,Medium,11,Science,Private,Medium,Medium,Yes,Medium,Medium,High,Neutral,Medium,23,No,5,Unhealthy,High,9,Yes,Positive,No,Yes,Kinesthetic,Yes,No,High,4,Medium,C
21,M,Graduate,60000,A,86,High,17,Arts,Public,Medium,High,No,High,Low,High,Neutral,Low,44,Yes,6,Healthy,High,10,No,Negative,Yes,Yes,Auditory,No,No,High,5,High,A
22,F,Graduate,40000,C,83,Low,9,Law,Private,Low,High,Yes,Medium,Low,Low,Neutral,Low,51,Yes,5,Balanced,Medium,8,No,Neutral,Yes,No,Kinesthetic,Yes,Yes,High,4,High,C
18,M,Some College,40000,A,81,Low,17,Science,Private,Medium,High,No,Medium,High,Low,Neutral,High,78,No,8,Balanced,Low,3,No,Positive,No,Yes,Kinesthetic,Yes,No,High,3,Medium,C
22,M,Graduate,40000,A,75,High,6,Law,Public,Medium,Medium,Yes,Medium,Low,Medium,Positive,Low,41,Yes,5,Unhealthy,Medium,10,No,Positive,No,No,Visual,Yes,Yes,Medium,5,Low,A
20,F,Graduate,30000,B,90,Low,17,Law,Public,High,Low,No,High,Low,Medium,Positive,High,95,No,8,Balanced,Low,3,No,Neutral,Yes,Yes,Visual,Yes,No,Low,3,Medium,B
20,F,College,75000,A,83,Medium,10,Law,Public,High,Low,No,Low,High,Low,Neutral,High,36,Yes,9,Healthy,High,7,Yes,Positive,Yes,Yes,Auditory,Yes,No,High,6,High,B
20,M,College,75000,B,71,Medium,13,Law,Public,High,Medium,Yes,Medium,Low,High,Negative,Low,26,No,9,Balanced,Low,6,Yes,Neutral,Yes,Yes,Auditory,No,No,Low,6,High,C
18,F,Graduate,30000,C,87,Medium,17,Engineering,Private,Medium,Low,No,High,High,Medium,Positive,High,41,Yes,4,Healthy,Medium,8,Yes,Neutral,No,No,Auditory,No,No,Medium,3,Low,C
19,M,Some College,50000,C,83,High,14,Business,Private,High,High,Yes,Low,Low,Low,Neutral,Medium,71,Yes,5,Unhealthy,Low,7,No,Negative,No,No,Visual,No,Yes,Medium,4,Low,B
20,M,High School,30000,A,82,High,6,Engineering,Public,Low,High,No,High,Medium,High,Neutral,High,46,Yes,4,Balanced,High,9,No,Positive,No,No,Kinesthetic,Yes,Yes,High,1,Low,A
21,M,College,40000,C,81,Low,12,Science,Private,High,Low,Yes,Medium,Low,Medium,Positive,High,22,No,8,Balanced,Medium,3,No,Negative,No,Yes,Visual,No,No,Low,4,Medium,A
21,F,Some College,40000,A,96,Medium,17,Arts,Public,Low,High,High,Medium,Medium,Medium,Negative,Low,44,Yes,5,Unhealthy,Medium,5,Yes,Negative,Yes,Yes,Auditory,Yes,No,Low,1,Medium,C
21,M,High School,60000,C,90,Low,16,Arts,Private,Medium,High,No,High,Medium,Low,Negative,Medium,52,Yes,6,Unhealthy,Medium,8,Yes,Negative,Yes,No,Auditory,No,No,High,6,Medium,C
22,F,Some College,30000,B,79,Medium,12,Science,Private,Medium,Medium,No,Medium,Medium,High,Positive,High,50,No,8,Balanced,High,9,No,Negative,Yes,No,Kinesthetic,No,No,Low,3,High,C
20,M,College,40000,B,71,Low,10,Arts,Public,Low,High,High,Medium,Medium,High,Positive,High,37,Yes,6,Unhealthy,Low,5,No,Positive,No,No,Auditory,No,No,High,1,Medium,A
22,M,Graduate,75000,A,98,Medium,13,Law,Public,Low,Medium,No,Low,High,Low,Positive,High,96,Yes,6,Balanced,High,5,No,Positive,No,No,Auditory,Yes,No,Medium,6,High,A
21,M,Some College,75000,A,72,High,17,Medicine,Private,High,High,Yes,Medium,High,Low,Positive,High,94,No,4,Balanced,Low,7,No,Negative,Yes,Yes,Auditory,Yes,Yes,High,3,High,A
20,M,Graduate,40000,A,79,Low,17,Business,Private,Medium,Medium,No,Low,Medium,Medium,Negative,Low,37,Yes,6,Healthy,High,7,No,Negative,No,No,Visual,Yes,Yes,Medium,2,High,A
18,M,College,40000,C,83,Low,18,Law,Public,Low,Low,Yes,Medium,Medium,Low,Positive,High,48,Yes,9,Healthy,Medium,8,No,Negative,Yes,No,Auditory,Yes,Yes,Low,4,Medium,C
18,F,College,40000,B,96,High,16,Arts,Private,Medium,Medium,Yes,High,Medium,Medium,Positive,High,84,No,7,Balanced,High,4,No,Positive,No,No,Visual,No,No,Low,1,High,B
22,M,Graduate,60000,A,82,High,19,Arts,Private,High,Medium,No,Low,Medium,High,Positive,Low,76,Yes,6,Unhealthy,Medium,9,No,Neutral,No,Yes,Visual,No,Yes,Low,4,Medium,C
20,M,College,40000,C,90,Medium,14,Law,Public,Low,High,Yes,Low,Low,Medium,Neutral,Medium,82,No,7,Balanced,Low,6,Yes,Neutral,Yes,Yes,Visual,No,No,High,4,Low,B
20,F,Some College,40000,A,92,High,17,Law,Public,Medium,Low,No,Medium,Low,Medium,Neutral,High,32,No,7,Healthy,Low,3,Yes,Negative,No,Yes,Auditory,No,No,Medium,3,Low,B
18,M,College,30000,B,98,High,14,Engineering,Private,Medium,Low,No,Low,Low,Low,Positive,Low,89,No,5,Balanced,Low,6,Yes,Neutral,No,No,Kinesthetic,Yes,No,Medium,6,Medium,B
19,F,Graduate,40000,B,78,Medium,8,Engineering,Private,Low,Low,No,Low,Low,Medium,Negative,High,97,No,9,Balanced,High,7,No,Negative,No,No,Kinesthetic,Yes,No,Medium,4,High,C
18,M,High School,30000,C,72,High,17,Engineering,Public,Medium,Medium,Yes,Low,Low,High,Positive,High,91,No,7,Unhealthy,Low,10,No,Positive,Yes,No,Kinesthetic,No,No,Medium,6,High,A
22,F,Graduate,75000,C,88,Medium,17,Law,Public,High,Low,Yes,Low,Medium,Low,Negative,High,22,Yes,8,Healthy,Medium,3,No,Negative,No,Yes,Kinesthetic,No,No,Medium,2,High,B
22,M,Graduate,30000,C,83,Low,16,Business,Private,Medium,Low,No,Medium,Low,Medium,Negative,Low,86,No,5,Balanced,Low,9,Yes,Neutral,No,Yes,Auditory,No,No,High,3,Medium,B
21,F,High School,75000,B,93,Low,17,Engineering,Private,Medium,Low,Yes,Medium,Medium,Medium,Negative,High,41,Yes,6,Balanced,High,9,Yes,Negative,Yes,No,Kinesthetic,No,Yes,High,5,Medium,A
19,M,Some College,40000,B,77,High,11,Arts,Private,High,Low,Yes,Medium,Medium,High,Neutral,High,50,No,6,Unhealthy,Low,7,No,Positive,Yes,Yes,Kinesthetic,No,No,High,4,Medium,B
22,F,College,30000,A,83,Low,14,Engineering,Public,High,Low,Yes,Medium,Low,High,Neutral,Low,28,Yes,9,Unhealthy,Low,6,Yes,Neutral,Yes,Yes,Auditory,Yes,No,High,1,Low,A
22,F,Graduate,50000,C,78,High,13,Law,Public,Low,High,Yes,Medium,Low,Medium,Neutral,Medium,72,No,5,Healthy,Low,2,No,Positive,Yes,No,Auditory,No,Yes,Medium,4,Medium,B
22,F,Some College,60000,B,72,High,11,Law,Private,Medium,Low,High,Medium,Low,Medium,Negative,High,68,Yes,5,Healthy,High,6,No,Positive,Yes,No,Kinesthetic,Yes,No,High,5,Medium,A
22,F,Some College,50000,C,70,Low,15,Arts,Private,Medium,High,High,Medium,Medium,Low,Neutral,Low,49,No,8,Healthy,Medium,8,Yes,Negative,No,No,Auditory,No,No,Medium,3,Low,A
20,M,High School,40000,A,83,Medium,14,Medicine,Private,High,High,High,Low,Low,Low,Negative,High,94,Yes,9,Healthy,High,2,Yes,Neutral,No,Yes,Kinesthetic,Yes,No,Medium,3,High,B
21,M,Graduate,40000,B,100,High,6,Engineering,Public,High,Medium,No,Low,Medium,High,Positive,High,65,Yes,9,Unhealthy,High,6,Yes,Negative,No,No,Auditory,No,Yes,High,2,Low,A
22,M,College,30000,B,86,Medium,6,Law,Public,Low,Low,No,High,Low,High,Negative,Low,25,No,6,Healthy,High,9,No,Negative,Yes,Yes,Auditory,Yes,Yes,High,4,High,A
21,M,Some College,40000,C,86,Low,19,Engineering,Private,Low,Medium,No,Low,Low,Medium,Positive,High,30,No,9,Healthy,Medium,6,Yes,Negative,Yes,Yes,Kinesthetic,Yes,Yes,High,5,Medium,C
18,M,College,50000,B,81,Low,14,Law,Public,Low,High,No,High,Medium,Low,Neutral,High,68,Yes,6,Healthy,High,3,No,Neutral,Yes,No,Visual,Yes,Yes,High,6,Low,B
21,M,High School,40000,C,72,Low,17,Arts,Private,Low,Low,Yes,Low,Low,Low,Neutral,High,41,Yes,6,Balanced,High,8,Yes,Positive,No,No,Auditory,No,Yes,Low,3,High,C
19,M,High School,40000,A,81,Low,19,Medicine,Public,Low,Medium,No,High,Medium,Low,Positive,Medium,99,No,9,Unhealthy,Medium,6,No,Neutral,No,No,Auditory,Yes,No,High,3,Low,B
21,F,High School,50000,A,74,Low,17,Engineering,Private,Medium,Low,Yes,Medium,Medium,Medium,Neutral,Low,63,No,5,Balanced,Medium,2,No,Negative,No,Yes,Visual,Yes,Yes,Medium,4,High,B
19,M,Some College,40000,A,81,Low,12,Business,Public,High,Low,Yes,Low,Low,Medium,Neutral,High,32,Yes,7,Healthy,Low,8,No,Negative,Yes,Yes,Visual,No,Yes,High,6,Medium,B
18,F,Graduate,50000,A,81,Low,6,Arts,Public,High,High,High,Low,High,Low,Negative,High,75,Yes,8,Balanced,Medium,5,No,Positive,Yes,No,Kinesthetic,No,No,Medium,4,Low,C
22,F,High School,30000,A,77,Medium,12,Engineering,Public,High,Medium,Yes,High,Medium,Low,Positive,Low,61,No,9,Balanced,Medium,7,No,Negative,Yes,No,Auditory,No,No,Medium,6,High,C
21,M,Graduate,40000,B,88,Medium,14,Arts,Public,Low,Medium,No,Medium,High,Medium,Positive,High,25,No,5,Balanced,High,9,Yes,Positive,No,Yes,Kinesthetic,Yes,No,Medium,5,High,A
22,M,Some College,50000,A,91,Low,12,Arts,Private,Medium,Medium,No,Medium,High,Medium,Positive,Medium,21,No,4,Balanced,Low,2,Yes,Positive,Yes,No,Auditory,No,Yes,Low,5,High,B
22,M,Graduate,60000,B,93,High,19,Engineering,Private,High,Medium,No,Medium,High,Low,Negative,High,22,No,4,Balanced,Low,7,No,Neutral,Yes,No,Visual,Yes,Yes,Medium,6,Medium,C
18,F,College,40000,B,82,Low,16,Law,Public,High,Low,No,Low,High,Low,Negative,Low,79,Yes,6,Balanced,Low,5,No,Neutral,No,No,Visual,No,No,High,6,Low,B
20,F,Some College,40000,B,71,Low,5,Medicine,Public,High,High,Yes,Medium,Medium,High,Negative,High,41,No,9,Healthy,High,9,No,Neutral,Yes,No,Visual,Yes,No,High,5,Low,A
22,F,College,75000,A,81,Low,14,Engineering,Public,Medium,Low,Yes,High,Low,Medium,Positive,Medium,95,No,7,Unhealthy,Low,5,No,Neutral,Yes,Yes,Auditory,Yes,Yes,Medium,3,Low,B
20,F,College,60000,B,74,High,19,Law,Public,Low,Low,Yes,Medium,Low,High,Negative,Medium,59,No,7,Healthy,Low,6,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,Medium,6,High,C
18,F,Some College,60000,C,81,Low,17,Engineering,Public,High,Low,Yes,Low,Medium,High,Neutral,Low,74,No,4,Unhealthy,High,3,No,Positive,No,No,Visual,No,No,Low,6,Low,B
18,M,Some College,50000,A,81,Medium,17,Law,Private,High,High,Yes,High,Medium,Low,Neutral,Low,97,No,7,Balanced,Medium,5,Yes,Positive,No,No,Auditory,Yes,No,Medium,4,High,C
18,M,High School,40000,C,74,Low,9,Law,Private,Medium,Medium,Yes,High,Low,Low,Positive,High,91,No,7,Unhealthy,Medium,9,No,Negative,Yes,No,Visual,No,No,High,1,High,C
20,F,Some College,30000,A,90,High,7,Arts,Public,Low,Low,High,Medium,Medium,High,Neutral,High,37,No,9,Healthy,Medium,3,No,Negative,Yes,Yes,Kinesthetic,Yes,No,Low,1,Medium,B
22,F,College,60000,A,83,High,17,Business,Private,Medium,High,High,High,Medium,Medium,Positive,Medium,86,No,7,Unhealthy,High,10,No,Negative,Yes,Yes,Visual,No,Yes,Medium,2,Low,B
20,M,College,40000,C,88,Medium,6,Science,Private,Medium,Medium,No,Medium,Medium,Low,Negative,Low,93,Yes,7,Balanced,High,7,No,Positive,No,No,Visual,No,No,High,2,High,A
22,M,Graduate,40000,B,74,Low,6,Medicine,Private,High,Low,No,Low,Medium,Medium,Neutral,Medium,39,No,6,Balanced,High,6,No,Neutral,No,Yes,Visual,No,No,High,2,Medium,C
20,M,College,40000,B,81,Medium,17,Medicine,Public,Low,Medium,High,Medium,High,Low,Negative,High,41,Yes,5,Unhealthy,Medium,6,No,Positive,No,No,Kinesthetic,Yes,Yes,High,3,Low,B
22,M,Some College,60000,C,75,High,12,Arts,Private,Medium,High,Yes,Low,High,Medium,Positive,Medium,41,Yes,5,Balanced,High,8,No,Neutral,Yes,No,Visual,No,Yes,High,5,High,B
20,F,High School,30000,A,91,Medium,13,Law,Public,High,Medium,No,Medium,High,Low,Positive,High,98,No,9,Balanced,Low,9,Yes,Positive,Yes,No,Auditory,Yes,No,High,3,Medium,A
22,M,College,75000,A,74,Medium,17,Arts,Private,Low,Low,Yes,Medium,Medium,Low,Positive,Low,73,No,5,Balanced,Medium,8,Yes,Neutral,No,No,Kinesthetic,No,Yes,Medium,1,Medium,A
21,M,College,50000,C,81,High,16,Law,Public,Low,Low,Yes,Medium,Low,Medium,Negative,High,27,No,9,Balanced,Medium,4,No,Negative,No,Yes,Auditory,No,Yes,High,1,Medium,B
22,M,College,40000,C,98,High,16,Science,Private,Low,High,No,Low,Low,Low,Positive,Low,41,No,5,Unhealthy,Low,2,Yes,Positive,Yes,No,Auditory,No,No,Low,4,High,B
19,M,Graduate,60000,C,97,Low,19,Arts,Public,High,High,Yes,Medium,Medium,Medium,Negative,Low,41,Yes,6,Balanced,Medium,9,No,Positive,No,No,Visual,Yes,No,High,5,Medium,A
22,M,Graduate,60000,B,80,High,18,Science,Public,Medium,Medium,No,Medium,Low,Medium,Positive,High,85,No,8,Balanced,Low,4,No,Neutral,Yes,No,Kinesthetic,No,No,Medium,5,High,C
19,M,Graduate,60000,C,99,Medium,9,Medicine,Private,High,High,No,Low,Medium,Medium,Positive,Medium,49,Yes,8,Balanced,High,5,No,Positive,Yes,No,Auditory,No,Yes,Medium,6,Low,B
21,F,Graduate,75000,A,95,High,14,Business,Public,Medium,High,Yes,High,Medium,High,Neutral,Low,61,No,5,Healthy,Medium,10,No,Neutral,No,Yes,Auditory,No,No,Low,4,High,C
18,M,High School,60000,A,81,Medium,15,Arts,Private,Low,Medium,Yes,Medium,High,Low,Positive,High,39,No,9,Balanced,High,10,No,Neutral,No,Yes,Auditory,Yes,Yes,High,2,High,B
19,M,Graduate,75000,C,74,High,5,Medicine,Public,Low,High,Yes,Medium,Medium,High,Neutral,High,62,Yes,6,Unhealthy,High,5,No,Positive,Yes,No,Kinesthetic,No,No,Low,2,Medium,C
18,M,College,60000,B,91,Medium,17,Engineering,Private,High,High,Yes,High,High,Low,Neutral,High,89,No,6,Healthy,Medium,3,Yes,Positive,No,No,Auditory,Yes,Yes,Medium,4,Medium,C
18,M,College,50000,C,98,Medium,9,Medicine,Public,High,Low,No,Medium,Medium,High,Negative,High,63,Yes,5,Balanced,High,6,No,Positive,No,No,Auditory,No,Yes,Low,2,Medium,B
19,M,College,40000,B,92,Low,6,Engineering,Public,Medium,High,Yes,Medium,Low,Low,Neutral,Medium,23,No,5,Balanced,High,8,No,Positive,No,Yes,Visual,No,No,High,5,Low,C
21,F,Some College,40000,A,96,High,13,Arts,Private,Medium,High,No,High,High,Medium,Neutral,Medium,40,Yes,5,Balanced,High,4,No,Positive,Yes,No,Visual,Yes,No,High,2,Medium,B
18,M,College,30000,C,81,Low,17,Engineering,Public,Medium,High,Yes,Medium,Low,Medium,Negative,Low,41,No,7,Unhealthy,Medium,10,Yes,Positive,Yes,Yes,Kinesthetic,No,No,High,6,High,C
19,M,Some College,40000,C,71,High,9,Arts,Public,Low,High,Yes,Medium,Low,Medium,Negative,Medium,60,Yes,8,Balanced,Low,3,Yes,Positive,No,Yes,Visual,Yes,Yes,Medium,4,Medium,B
21,F,Graduate,75000,C,82,Medium,8,Science,Private,High,Low,Yes,Low,Medium,Low,Negative,High,50,Yes,6,Healthy,High,7,No,Positive,Yes,Yes,Auditory,No,No,High,1,Low,B
18,F,High School,50000,A,80,Medium,11,Business,Private,High,High,High,High,Low,Medium,Negative,Low,33,No,7,Healthy,Medium,6,No,Negative,No,Yes,Kinesthetic,No,No,High,3,Medium,B
21,F,Some College,75000,A,92,High,15,Arts,Public,High,Low,Yes,High,Low,Medium,Negative,High,86,No,9,Balanced,Low,8,No,Positive,Yes,Yes,Visual,No,No,Medium,3,Medium,C
20,F,College,30000,B,99,High,14,Business,Public,Low,Low,No,Low,High,High,Negative,Low,90,No,9,Healthy,High,4,No,Negative,No,Yes,Kinesthetic,No,Yes,Low,2,Low,A
18,F,Graduate,50000,C,71,Medium,13,Law,Public,Medium,Low,Yes,Medium,Low,Low,Neutral,High,43,No,4,Healthy,Medium,9,No,Neutral,Yes,No,Auditory,Yes,No,High,6,Medium,B
20,F,High School,75000,A,92,Medium,16,Medicine,Public,High,High,High,Low,Medium,Low,Neutral,Medium,42,Yes,6,Healthy,High,10,No,Neutral,Yes,Yes,Auditory,Yes,No,Low,6,High,B
18,F,College,50000,A,72,Low,17,Business,Public,Medium,High,Yes,High,High,Low,Negative,Low,77,Yes,9,Balanced,Low,6,Yes,Negative,No,Yes,Auditory,No,No,Low,1,High,C
19,F,College,50000,A,73,Medium,20,Law,Public,Low,Medium,Yes,Low,High,High,Neutral,High,63,No,4,Balanced,High,3,No,Positive,Yes,No,Kinesthetic,No,No,High,3,High,A
20,M,Graduate,30000,C,74,Low,19,Science,Private,High,Low,Yes,High,High,Low,Negative,Medium,63,No,6,Healthy,High,2,Yes,Positive,No,Yes,Auditory,No,Yes,Medium,3,High,B
19,M,Some College,50000,C,91,High,17,Business,Public,High,Medium,Yes,High,Low,Low,Negative,High,29,No,8,Healthy,High,2,No,Neutral,No,Yes,Auditory,No,Yes,High,6,High,B
22,F,College,75000,A,73,Medium,10,Arts,Public,Low,Medium,High,Low,Medium,Low,Negative,Medium,96,No,5,Healthy,High,8,Yes,Negative,No,Yes,Visual,No,Yes,Low,1,Low,B
20,M,Some College,50000,A,73,High,14,Law,Private,Medium,Medium,No,Low,Low,High,Negative,Low,69,Yes,7,Unhealthy,Low,6,Yes,Neutral,No,Yes,Auditory,No,Yes,High,1,Low,A
22,F,Graduate,30000,A,90,Low,18,Business,Public,Medium,High,No,Low,Low,Medium,Neutral,Medium,92,Yes,6,Healthy,Medium,9,No,Negative,Yes,No,Visual,Yes,No,High,6,High,B
22,M,Graduate,50000,A,95,Low,13,Engineering,Public,High,Low,No,High,Low,Low,Positive,Medium,60,Yes,9,Unhealthy,Medium,4,No,Negative,No,Yes,Auditory,No,Yes,High,2,High,A
22,F,Some College,40000,C,81,High,6,Arts,Public,Low,Low,No,Low,High,Medium,Negative,Low,59,No,5,Balanced,Low,10,No,Positive,Yes,Yes,Visual,Yes,Yes,Medium,5,Medium,B
18,F,College,60000,B,70,Low,17,Medicine,Private,Low,Medium,Yes,Medium,Medium,Medium,Neutral,Medium,35,No,5,Healthy,Low,3,No,Neutral,Yes,Yes,Kinesthetic,Yes,No,Low,3,High,A
18,F,High School,40000,C,71,Low,17,Law,Public,Low,Low,No,Low,Medium,High,Neutral,High,26,No,9,Unhealthy,Low,2,No,Negative,Yes,Yes,Auditory,No,Yes,Low,4,Medium,C
20,F,College,50000,A,82,Low,15,Business,Public,Low,High,High,High,Low,Low,Neutral,Low,86,Yes,6,Healthy,High,2,Yes,Positive,No,No,Visual,Yes,No,High,3,Medium,B
19,F,College,60000,C,84,High,18,Science,Public,Low,Medium,No,High,Low,Low,Neutral,High,41,No,7,Healthy,Low,7,Yes,Neutral,No,No,Visual,Yes,Yes,High,2,High,B
21,F,High School,50000,A,84,High,6,Medicine,Private,Medium,High,No,High,High,Medium,Positive,Low,27,No,5,Balanced,Medium,6,Yes,Positive,No,No,Auditory,No,No,Medium,4,High,C
20,F,Graduate,40000,A,89,High,11,Law,Private,Low,Low,No,Medium,Low,Medium,Positive,Medium,60,Yes,7,Healthy,High,4,Yes,Positive,Yes,No,Kinesthetic,No,No,Low,6,High,A
18,F,Some College,40000,A,73,Medium,10,Law,Private,Medium,Medium,No,High,Low,High,Neutral,Medium,74,No,5,Unhealthy,High,10,No,Positive,No,No,Auditory,No,No,High,3,Low,B
20,M,Some College,40000,C,100,Low,10,Business,Private,Medium,Medium,High,Medium,Medium,Medium,Neutral,High,41,No,9,Balanced,Medium,4,No,Neutral,No,No,Kinesthetic,Yes,No,Low,2,Low,B
